Entity,Code,Year,Homicides - sex: Female - age: Total,Homicides - sex: Male - age: Total
Israel,ISR,2000,39,115
Israel,ISR,2001,38,155
Israel,ISR,2002,37,171
Israel,ISR,2003,36,135
Israel,ISR,2004,31,128
Israel,ISR,2005,48,121
Israel,ISR,2006,37,116
Israel,ISR,2007,27,108
Israel,ISR,2008,29,91
Israel,ISR,2009,27,117
Israel,ISR,2010,32,118
Israel,ISR,2011,34,113
Israel,ISR,2012,24,104
Israel,ISR,2013,32,99
Israel,ISR,2014,22,107
Israel,ISR,2015,28,92
Israel,ISR,2016,28,82
Israel,ISR,2017,21,115
Israel,ISR,2018,29,95
Israel,ISR,2019,17,125
Israel,ISR,2020,29,118
Israel,ISR,2021,27,146
Israel,ISR,2022,22,126
Italy,ITA,1990,206.77406,1587.226
Italy,ITA,1991,231.08298,1706.917
Italy,ITA,1992,215.32236,1260.6776
Italy,ITA,1993,195.51724,875.4828
Italy,ITA,1994,155.598,813.402
Italy,ITA,1995,199.81416,812.18585
Italy,ITA,1996,215.96762,737.03235
Italy,ITA,1997,192.7875,680.2125
Italy,ITA,1998,194.31694,694.68304
Italy,ITA,1999,181.22552,637.7745
Italy,ITA,2000,190.54091,575.4591
Italy,ITA,2001,171.13792,537.86206
Italy,ITA,2002,182.85,461.15
Italy,ITA,2003,197.50308,521.4969
Italy,ITA,2005,136.13287,473.86713
Italy,ITA,2006,178.28526,446.71475
Italy,ITA,2007,149.71178,481.2882
Italy,ITA,2008,147.72058,467.27942
Italy,ITA,2009,173,417
Italy,ITA,2010,154.45993,374.54007
Italy,ITA,2011,166.11589,385.88412
Italy,ITA,2012,162.57669,367.4233
Italy,ITA,2013,179,323
Italy,ITA,2014,147,328
Italy,ITA,2015,135.92699,333.073
Italy,ITA,2016,151,253
Italy,ITA,2017,132,244
Italy,ITA,2018,141,218
Italy,ITA,2019,111,206
Italy,ITA,2020,116,169
Italy,ITA,2021,119,184
Italy,ITA,2022,126,196
Italy,ITA,2023,118,220
Jamaica,JAM,2005,186,1488
Jamaica,JAM,2006,152,1188
Jamaica,JAM,2007,151,1433
Jamaica,JAM,2008,165,1454
Jamaica,JAM,2009,156,1527
Jamaica,JAM,2010,145,1302
Jamaica,JAM,2011,119,1014
Jamaica,JAM,2012,127,975
Jamaica,JAM,2013,130,1072
Jamaica,JAM,2014,100,905
Jamaica,JAM,2015,116,1093
Jamaica,JAM,2016,135,1219
Jamaica,JAM,2017,160,1487
Jamaica,JAM,2018,129,1160
Jamaica,JAM,2019,128,1212
Jamaica,JAM,2020,113,1220
Jamaica,JAM,2021,133,1341
Jamaica,JAM,2022,124,1384
Jamaica,JAM,2023,119,1281
Japan,JPN,1990,304,372
Japan,JPN,1991,298,341
Japan,JPN,1992,302,371
Japan,JPN,1993,318,397
Japan,JPN,1994,307,444
Japan,JPN,1995,340,384
Japan,JPN,1996,292,360
Japan,JPN,1997,312,398
Japan,JPN,1998,356,419
Japan,JPN,1999,338,398
Japan,JPN,2000,330,348
Japan,JPN,2001,315,382
Japan,JPN,2002,315,347
Japan,JPN,2003,318,379
Japan,JPN,2004,333,366
Japan,JPN,2005,319,324
Japan,JPN,2006,324,295
Japan,JPN,2007,282,292
Japan,JPN,2008,339,315
Japan,JPN,2009,253,253
Japan,JPN,2010,237,228
Japan,JPN,2011,234,208
Japan,JPN,2012,240,189
Japan,JPN,2013,191,179
Japan,JPN,2014,206,189
Japan,JPN,2015,218,145
Japan,JPN,2016,197,165
Japan,JPN,2017,173,133
Japan,JPN,2018,179,155
Japan,JPN,2019,181,138
Japan,JPN,2020,187,131
Japan,JPN,2021,134,151
Japan,JPN,2022,167,122
Japan,JPN,2023,144,141
Jordan,JOR,2007,29,83
Jordan,JOR,2008,30,90
Jordan,JOR,2009,36,66
Jordan,JOR,2010,37,91
Jordan,JOR,2011,30,112
Jordan,JOR,2012,29,139
Jordan,JOR,2013,42,122
Jordan,JOR,2014,42,141
Jordan,JOR,2015,34,135
Jordan,JOR,2016,39,109
Jordan,JOR,2017,28,105
Jordan,JOR,2018,26,68
Jordan,JOR,2019,27,95
Jordan,JOR,2020,25,83
Jordan,JOR,2021,31,83
Jordan,JOR,2022,38,88
Jordan,JOR,2023,40,73
Kazakhstan,KAZ,2008,363,1444
Kazakhstan,KAZ,2009,416,1355
Kazakhstan,KAZ,2010,344,1043
Kazakhstan,KAZ,2011,329,1091
Kazakhstan,KAZ,2012,276,990
Kazakhstan,KAZ,2013,280,840
Kazakhstan,KAZ,2014,204,700
Kazakhstan,KAZ,2015,251,602
Kazakhstan,KAZ,2017,221,694
Kazakhstan,KAZ,2020,150,456
Kazakhstan,KAZ,2021,140,422
Kazakhstan,KAZ,2022,145,366
Kenya,KEN,2014,522.4301,1782.57
Kenya,KEN,2015,611.1966,1649.8033
Kenya,KEN,2016,638.76935,1724.2306
Kenya,KEN,2017,433.0901,2032.9099
Kenya,KEN,2018,437,1132
Kenya,KEN,2019,396,1180
Kenya,KEN,2020,449,1410
Kenya,KEN,2021,706,2090
Kenya,KEN,2022,725,1918
Kosovo,OWID_KOS,2008,25.681818,87.318184
Kosovo,OWID_KOS,2009,11,62
Kosovo,OWID_KOS,2010,20,86
Kosovo,OWID_KOS,2011,9,53
Kosovo,OWID_KOS,2012,11,79
Kosovo,OWID_KOS,2013,4,37
Kosovo,OWID_KOS,2014,12,43
Kosovo,OWID_KOS,2015,10,32
Kosovo,OWID_KOS,2016,8,30
Kosovo,OWID_KOS,2017,13,35
Kosovo,OWID_KOS,2018,9,35
Kosovo,OWID_KOS,2019,3,21
Kosovo,OWID_KOS,2020,8,29
Kosovo,OWID_KOS,2021,3,30
Kuwait,KWT,2003,5,24
Kuwait,KWT,2004,11,32
Kuwait,KWT,2005,16,25
Kuwait,KWT,2006,6,39
Kuwait,KWT,2007,12,47
Kuwait,KWT,2008,11,27
Kuwait,KWT,2009,12,37
Kuwait,KWT,2010,13,47
Kuwait,KWT,2011,11,48
Kuwait,KWT,2012,10,51
Kuwait,KWT,2017,23,23
Kuwait,KWT,2018,14,23
Kuwait,KWT,2019,4,12
Kuwait,KWT,2020,18,29
Latin America and the Caribbean (UN),,2000,10254.817,104258.234
Latin America and the Caribbean (UN),,2001,10708.058,108421.47
Latin America and the Caribbean (UN),,2002,11269.81,112628.54
Latin America and the Caribbean (UN),,2003,11079.537,112733.22
Latin America and the Caribbean (UN),,2004,10477.611,105572.836
Latin America and the Caribbean (UN),,2005,10518.892,104245.766
Latin America and the Caribbean (UN),,2006,10545.803,107561.836
Latin America and the Caribbean (UN),,2007,10204.408,105908.055
Latin America and the Caribbean (UN),,2008,10905.882,115780.23
Latin America and the Caribbean (UN),,2009,12183.642,123640.016
Latin America and the Caribbean (UN),,2010,12774.439,128046.195
Latin America and the Caribbean (UN),,2011,13325.698,131091.92
Latin America and the Caribbean (UN),,2012,13509.327,133565.08
Latin America and the Caribbean (UN),,2013,13249.429,131091.47
Latin America and the Caribbean (UN),,2014,13085.434,130379.84
Latin America and the Caribbean (UN),,2015,12768.327,127724.26
Latin America and the Caribbean (UN),,2016,13440.8955,134094.03
Latin America and the Caribbean (UN),,2017,14441.586,137469.97
Latin America and the Caribbean (UN),,2018,13938.505,133297.97
Latin America and the Caribbean (UN),,2019,13116.39,122319.99
Latin America and the Caribbean (UN),,2020,12444.71,119083.31
Latin America and the Caribbean (UN),,2021,12893.03,119249.06
Latin America and the Caribbean (UN),,2022,13028.868,117800.54
Latin America and the Caribbean (UN),,2023,13301.398,116617.9
Latvia,LVA,2012,37,33
Latvia,LVA,2013,24,26
Latvia,LVA,2014,36.57143,27.428572
Latvia,LVA,2015,29.439394,37.560608
Latvia,LVA,2016,34,35
Latvia,LVA,2017,42,44
Latvia,LVA,2018,43,41
Latvia,LVA,2019,42,23
Latvia,LVA,2020,42,28
Latvia,LVA,2021,36,21
Latvia,LVA,2022,40,26
Latvia,LVA,2023,29,18
Lebanon,LBN,2010,24,69
Lebanon,LBN,2011,29,102
Lebanon,LBN,2012,15,168
Lebanon,LBN,2013,21,167
Lebanon,LBN,2014,22,144
Lebanon,LBN,2015,24,128
Lebanon,LBN,2016,22,107
Lebanon,LBN,2017,35,100
Lebanon,LBN,2018,34,70
Lebanon,LBN,2019,24,77
Lebanon,LBN,2020,29,155
Liechtenstein,LIE,2009,0,0
Liechtenstein,LIE,2010,0,1
Liechtenstein,LIE,2011,0,0
Liechtenstein,LIE,2012,0,0
Liechtenstein,LIE,2013,0,0
Liechtenstein,LIE,2014,0,1
Liechtenstein,LIE,2015,0,0
Liechtenstein,LIE,2016,0,0
Liechtenstein,LIE,2017,1,0
Liechtenstein,LIE,2018,1,0
Liechtenstein,LIE,2020,1,0
Liechtenstein,LIE,2021,1,1
Lithuania,LTU,1993,100.19785,315.80215
Lithuania,LTU,1994,122.56539,342.4346
Lithuania,LTU,1995,152.68202,349.31796
Lithuania,LTU,1996,116.55523,288.44476
Lithuania,LTU,1997,115.20536,275.79465
Lithuania,LTU,1998,91.34984,219.65016
Lithuania,LTU,1999,91.55556,217.44444
Lithuania,LTU,2000,101.884056,268.11594
Lithuania,LTU,2001,89.24157,263.75842
Lithuania,LTU,2002,69.70564,223.29436
Lithuania,LTU,2003,103.614456,240.38554
Lithuania,LTU,2004,130,213
Lithuania,LTU,2005,100,272
Lithuania,LTU,2006,75,213
Lithuania,LTU,2007,72,205
Lithuania,LTU,2008,81,217
Lithuania,LTU,2009,64,188
Lithuania,LTU,2010,75,144
Lithuania,LTU,2011,66,145
Lithuania,LTU,2012,53,149
Lithuania,LTU,2013,60,138
Lithuania,LTU,2014,53,106
Lithuania,LTU,2015,49,123
Lithuania,LTU,2016,46,107
Lithuania,LTU,2017,26,74
Lithuania,LTU,2018,17,75
Lithuania,LTU,2019,22,72
Lithuania,LTU,2020,29,72
Lithuania,LTU,2021,22,50
Lithuania,LTU,2022,29,38
Lithuania,LTU,2023,27,48
Luxembourg,LUX,1996,2,2
Luxembourg,LUX,2001,4,5
Luxembourg,LUX,2004,1,1
Luxembourg,LUX,2006,2,5
Luxembourg,LUX,2007,3,4
Luxembourg,LUX,2009,0,5
Luxembourg,LUX,2010,5,5
Luxembourg,LUX,2011,0,4
Luxembourg,LUX,2012,0,0
Luxembourg,LUX,2013,0,0
Luxembourg,LUX,2014,2,2
Luxembourg,LUX,2019,1,3
Luxembourg,LUX,2020,0,1
Luxembourg,LUX,2022,5,5
Macao,MAC,1994,6,7
Macao,MAC,2008,3,1
Macao,MAC,2009,3,2
Macao,MAC,2010,0,2
Macao,MAC,2011,3,1
Macao,MAC,2012,1,3
Macao,MAC,2013,1,0
Macao,MAC,2014,1,0
Macao,MAC,2015,1,0
Macao,MAC,2016,0,1
Macao,MAC,2017,2,0
Macao,MAC,2018,1,1
Macao,MAC,2019,0,2
Macao,MAC,2020,2,0
Macao,MAC,2021,3,0
Macao,MAC,2022,2,0
Macao,MAC,2023,2,2
Maldives,MDV,2015,,4
Malta,MLT,2004,4,3
Malta,MLT,2005,2,2
Malta,MLT,2006,0,0
Malta,MLT,2007,1,3
Malta,MLT,2008,1,5
Malta,MLT,2009,3,1
Malta,MLT,2010,1,3
Malta,MLT,2011,3,0
Malta,MLT,2012,3,9
Malta,MLT,2013,0,7
Malta,MLT,2014,1,5
Malta,MLT,2015,2,2
Malta,MLT,2016,2,3
Malta,MLT,2017,1,8
Malta,MLT,2018,4,4
Malta,MLT,2019,3,2
Malta,MLT,2020,1,6
Malta,MLT,2021,0,2
Malta,MLT,2022,3,5
Malta,MLT,2023,2,1
Martinique,MTQ,2006,5,18
Martinique,MTQ,2007,5.4761906,17.52381
Martinique,MTQ,2008,4.25,12.75
Martinique,MTQ,2009,3,8
Mauritius,MUS,1990,4.347826,15.652174
Mauritius,MUS,1991,4.3939395,24.60606
Mauritius,MUS,1992,8.71875,22.28125
Mauritius,MUS,1993,5.88,15.12
Mauritius,MUS,1994,11.571428,15.428572
Mauritius,MUS,1995,5,20
Mauritius,MUS,1996,7.9333334,26.066668
Mauritius,MUS,1997,4.8,19.2
Mauritius,MUS,1998,6.642857,24.357143
Mauritius,MUS,1999,9.757576,13.242424
Mauritius,MUS,2000,11.375,14.625
Mauritius,MUS,2003,10.96875,28.03125
Mauritius,MUS,2004,7,28
Mauritius,MUS,2005,13.155556,23.844444
Mauritius,MUS,2006,12.698413,37.301586
Mauritius,MUS,2007,12.272727,32.727272
Mauritius,MUS,2008,17.538462,30.461538
Mauritius,MUS,2009,16,22
Mauritius,MUS,2010,8,25
Mauritius,MUS,2011,8,24
Mauritius,MUS,2012,10,18
Mauritius,MUS,2013,11,24
Mauritius,MUS,2014,8,11
Mauritius,MUS,2015,6,15
Mauritius,MUS,2016,10,11
Mauritius,MUS,2017,13,20
Mauritius,MUS,2018,14,23
Mauritius,MUS,2019,6,21
Mauritius,MUS,2020,11,24
Mauritius,MUS,2021,12,22
Mauritius,MUS,2022,10,19
Mexico,MEX,1990,1523.4148,12969.585
Mexico,MEX,1991,1538.1687,13589.831
Mexico,MEX,1992,1626.5287,14967.472
Mexico,MEX,1993,1554.8418,14485.158
Mexico,MEX,1994,1477.8661,14361.134
Mexico,MEX,1995,1526.9562,14085.044
Mexico,MEX,1996,1461.5114,13043.488
Mexico,MEX,1997,1371.6194,12180.381
Mexico,MEX,1998,1532.5712,12123.429
Mexico,MEX,1999,1412.2683,10836.731
Mexico,MEX,2000,1285.3168,9451.684
Mexico,MEX,2001,1284.1226,9000.878
Mexico,MEX,2002,1281.3972,8806.603
Mexico,MEX,2003,1318.2217,8768.778
Mexico,MEX,2004,1207.035,8121.965
Mexico,MEX,2005,1298.8329,8622.167
Mexico,MEX,2006,1299.3676,9152.633
Mexico,MEX,2007,1083.978,7783.022
Mexico,MEX,2008,1425.7125,12580.287
Mexico,MEX,2009,1928.8961,17874.104
Mexico,MEX,2010,2418,23285
Mexico,MEX,2011,2693,24257
Mexico,MEX,2012,2764,22986
Mexico,MEX,2013,2648,20280
Mexico,MEX,2014,2408,17503
Mexico,MEX,2015,2383,18293
Mexico,MEX,2016,2813,21673
Mexico,MEX,2017,3430,28522
Mexico,MEX,2018,3752,32765
Mexico,MEX,2019,3893,32530
Mexico,MEX,2020,3957,32336
Mexico,MEX,2021,4002,31263
Mexico,MEX,2022,3928,28745
Mexico,MEX,2023,3739,28243
Micronesia (country),FSM,2019,1,0
Moldova,MDA,1991,96.91517,193.08484
Moldova,MDA,1992,126.202995,372.797
Moldova,MDA,1993,112.9927,274.0073
Moldova,MDA,1994,103.77316,297.22684
Moldova,MDA,1995,93.93046,308.06955
Moldova,MDA,1996,112.733444,287.26654
Moldova,MDA,1997,106.308975,307.691
Moldova,MDA,1998,90.57971,284.4203
Moldova,MDA,1999,98.22683,292.77316
Moldova,MDA,2000,120.27778,312.72223
Moldova,MDA,2001,120.16953,290.83047
Moldova,MDA,2002,126.518715,274.4813
Moldova,MDA,2003,107.28274,211.71725
Moldova,MDA,2004,92.333336,184.66667
Moldova,MDA,2005,100,196
Moldova,MDA,2006,76,186
Moldova,MDA,2007,68,149
Moldova,MDA,2008,91,145
Moldova,MDA,2009,71,175
Moldova,MDA,2010,102,163
Moldova,MDA,2011,87,129
Moldova,MDA,2012,63,166
Moldova,MDA,2013,69,160
Moldova,MDA,2014,17,144
Moldova,MDA,2015,47,142
Moldova,MDA,2016,48,152
Moldova,MDA,2017,36,105
Moldova,MDA,2018,41,125
Moldova,MDA,2019,30,91
Moldova,MDA,2020,26,67
Moldova,MDA,2021,12,54
Moldova,MDA,2022,24,51
Moldova,MDA,2023,21,57
Monaco,MCO,2013,0,0
Monaco,MCO,2015,0,0
Mongolia,MNG,2007,66.450516,228.54948
Mongolia,MNG,2008,49,163
Mongolia,MNG,2009,59,160
Mongolia,MNG,2010,67,172
Mongolia,MNG,2011,60,206
Mongolia,MNG,2012,57,142
Mongolia,MNG,2013,58,149
Mongolia,MNG,2014,54,159
Mongolia,MNG,2015,51,163
Mongolia,MNG,2016,39,145
Mongolia,MNG,2017,45,146
Mongolia,MNG,2018,45,151
Mongolia,MNG,2019,40,165
Mongolia,MNG,2020,40,165
Mongolia,MNG,2021,43,163
Mongolia,MNG,2022,47,155
Mongolia,MNG,2023,31,172
Mongolia,MNG,2024,46,150
Montenegro,MNE,2007,3,9
Montenegro,MNE,2008,5,19
Montenegro,MNE,2009,6.681818,14.318182
Montenegro,MNE,2010,7,8
Montenegro,MNE,2011,3,18
Montenegro,MNE,2012,3,14
Montenegro,MNE,2013,1,9
Montenegro,MNE,2014,4,16
Montenegro,MNE,2015,3,14
Montenegro,MNE,2016,3,25
Montenegro,MNE,2017,4,11
Montenegro,MNE,2018,2,12
Montenegro,MNE,2019,5,18
Montenegro,MNE,2020,3,15
Montenegro,MNE,2021,2,13
Montenegro,MNE,2022,6,10
Montenegro,MNE,2023,1,4
Montserrat,MSR,1990,0,0
Montserrat,MSR,1991,0,0
Montserrat,MSR,1992,0,2
Montserrat,MSR,1993,0,0
Montserrat,MSR,1994,1,0
Montserrat,MSR,1995,0,0
Montserrat,MSR,1996,0,1
Montserrat,MSR,1997,0,0
Montserrat,MSR,1998,0,1
Montserrat,MSR,1999,0,0
Montserrat,MSR,2000,0,0
Montserrat,MSR,2001,0,0
Montserrat,MSR,2002,0,0
Montserrat,MSR,2003,0,0
Montserrat,MSR,2004,0,0
Montserrat,MSR,2005,0,1
Montserrat,MSR,2006,0,1
Montserrat,MSR,2008,0,1
Montserrat,MSR,2012,1,0
Morocco,MAR,2009,52.89796,379.10205
Morocco,MAR,2010,45,126
Morocco,MAR,2011,53,160
Morocco,MAR,2012,56,327
Morocco,MAR,2013,66,363
Morocco,MAR,2014,59,296
Morocco,MAR,2015,97,334
Morocco,MAR,2016,105,489
Morocco,MAR,2017,113,648
Morocco,MAR,2018,70,440
Morocco,MAR,2019,122,882
Morocco,MAR,2020,215,858
Morocco,MAR,2021,99,617
Morocco,MAR,2022,78,540
Morocco,MAR,2023,92,551
Morocco,MAR,2024,88,547
Myanmar,MMR,2009,131,748
Myanmar,MMR,2010,151,650
Myanmar,MMR,2011,100,955
Myanmar,MMR,2012,241,1195
Myanmar,MMR,2013,208,1030
Myanmar,MMR,2014,206,1024
Myanmar,MMR,2015,225,1077
Myanmar,MMR,2016,250,1089
Myanmar,MMR,2017,257,1135
Myanmar,MMR,2018,266,1186
Myanmar,MMR,2019,272,1247
Myanmar,MMR,2020,260,1311
Myanmar,MMR,2021,1969,13330
Myanmar,MMR,2022,311,1787
Myanmar,MMR,2023,248,1146
Namibia,NAM,2018,120,356
Namibia,NAM,2019,103,216
Namibia,NAM,2020,86,219
Namibia,NAM,2021,89,226
Netherlands,NLD,1990,43,92
Netherlands,NLD,1991,59,118
Netherlands,NLD,1992,53,140
Netherlands,NLD,1993,55,137
Netherlands,NLD,1994,51,120
Netherlands,NLD,1995,75,118
Netherlands,NLD,1996,66,145
Netherlands,NLD,1997,63,145
Netherlands,NLD,1998,47,129
Netherlands,NLD,1999,59,144
Netherlands,NLD,2000,60,120
Netherlands,NLD,2001,68,134
Netherlands,NLD,2002,61,134
Netherlands,NLD,2003,73,129
Netherlands,NLD,2004,53,138
Netherlands,NLD,2005,57,117
Netherlands,NLD,2006,49,79
Netherlands,NLD,2007,47,96
Netherlands,NLD,2008,47,103
Netherlands,NLD,2009,50,104
Netherlands,NLD,2010,54,90
Netherlands,NLD,2011,50,93
Netherlands,NLD,2012,50,95
Netherlands,NLD,2013,56,69
Netherlands,NLD,2014,30,93
Netherlands,NLD,2015,42,62
Netherlands,NLD,2016,32,62
Netherlands,NLD,2017,43,89
Netherlands,NLD,2018,36,64
Netherlands,NLD,2019,44,81
Netherlands,NLD,2020,44,77
Netherlands,NLD,2021,38,88
Netherlands,NLD,2022,48,95
Netherlands,NLD,2023,41,84
New Zealand,NZL,1995,11.266666,27.733334
New Zealand,NZL,1996,16.235294,31.764706
New Zealand,NZL,1997,23.82353,36.17647
New Zealand,NZL,1998,21.491228,27.508772
New Zealand,NZL,1999,10.588235,34.411766
New Zealand,NZL,2000,20.8,31.2
New Zealand,NZL,2001,21.169811,29.830189
New Zealand,NZL,2002,26.571428,33.42857
New Zealand,NZL,2003,14.142858,29.857143
New Zealand,NZL,2004,11.938775,33.061226
New Zealand,NZL,2005,26.739725,34.260273
New Zealand,NZL,2006,17.33846,31.66154
New Zealand,NZL,2007,19,29
New Zealand,NZL,2008,23,28
New Zealand,NZL,2009,25,42
New Zealand,NZL,2010,22.52381,20.47619
New Zealand,NZL,2011,15,24
New Zealand,NZL,2012,21,20
New Zealand,NZL,2013,12,34
New Zealand,NZL,2014,13.681818,29.318182
New Zealand,NZL,2015,16,32
New Zealand,NZL,2016,22,28
New Zealand,NZL,2017,13,22
New Zealand,NZL,2018,19,36
New Zealand,NZL,2019,33,98
New Zealand,NZL,2020,14,38
New Zealand,NZL,2021,16,43
New Zealand,NZL,2022,29,46
Nicaragua,NIC,2008,58,678
Nicaragua,NIC,2009,94.473755,707.52625
Nicaragua,NIC,2010,78,707
Nicaragua,NIC,2011,55.21197,682.788
Nicaragua,NIC,2012,64.09524,608.9048
Nicaragua,NIC,2013,65,529
Nicaragua,NIC,2015,66,458
Nicaragua,NIC,2016,48,405
Nicaragua,NIC,2017,58,373
Nicaragua,NIC,2018,63,618
Nicaragua,NIC,2019,53,462
Nicaragua,NIC,2021,108,646
Nigeria,NGA,2023,7354,28109
North Macedonia,MKD,1998,9.6,38.4
North Macedonia,MKD,1999,8.603773,29.396227
North Macedonia,MKD,2000,11.557377,35.442623
North Macedonia,MKD,2002,8.695652,51.304348
North Macedonia,MKD,2003,16.969696,53.030304
North Macedonia,MKD,2004,12.25,36.75
North Macedonia,MKD,2005,9.307693,34.692307
North Macedonia,MKD,2006,9,37
North Macedonia,MKD,2007,11,31
North Macedonia,MKD,2008,9,26
North Macedonia,MKD,2009,12,23
North Macedonia,MKD,2010,15,28
North Macedonia,MKD,2011,4,26
North Macedonia,MKD,2012,11,18
North Macedonia,MKD,2013,7,15
North Macedonia,MKD,2014,10,25
North Macedonia,MKD,2015,2,23
North Macedonia,MKD,2016,6,13
North Macedonia,MKD,2017,4,27
North Macedonia,MKD,2018,9,16
North Macedonia,MKD,2019,5,18
North Macedonia,MKD,2020,6,5
North Macedonia,MKD,2021,3,11
North Macedonia,MKD,2022,3,15
North Macedonia,MKD,2023,9,19
Northern Africa (UN),,2000,1648.3821,8222.391
Northern Africa (UN),,2001,1692.5582,8427.474
Northern Africa (UN),,2002,1721.091,8557.709
Northern Africa (UN),,2003,1721.1887,8526.933
Northern Africa (UN),,2004,1667.6523,8384.047
Northern Africa (UN),,2005,1701.0029,8698.673
Northern Africa (UN),,2006,1817.5365,8867.761
Northern Africa (UN),,2007,1853.1024,9011.311
Northern Africa (UN),,2008,1790.7266,9463.735
Northern Africa (UN),,2009,1925.1654,9374.816
Northern Africa (UN),,2010,2030.5848,10222.746
Northern Africa (UN),,2011,2139.3228,11071.019
Northern Africa (UN),,2012,2108.8342,11028.736
Northern Africa (UN),,2013,2193.351,11586.1045
Northern Africa (UN),,2014,2270.5176,12226.143
Northern Africa (UN),,2015,2238.7295,11490.511
Northern Africa (UN),,2016,2286.3516,11796.792
Northern Africa (UN),,2017,2284.7747,12052.996
Northern Africa (UN),,2018,2277.5369,11766.86
Northern Africa (UN),,2019,2310.7742,12111.431
Northern Africa (UN),,2020,2479.4617,11812.679
Northern Africa (UN),,2021,2694.8877,11997.875
Northern Africa (UN),,2022,2621.1392,12275.598
Northern Africa (UN),,2023,2604.6965,11755.993
Northern America (UN),,2000,3859.8723,12285.128
Northern America (UN),,2001,4624.502,14982.498
Northern America (UN),,2002,3969.347,12854.653
Northern America (UN),,2003,3894.7178,13152.211
Northern America (UN),,2004,3912.582,13482.382
Northern America (UN),,2005,3863.959,13842.08
Northern America (UN),,2006,3816.9697,14111.03
Northern America (UN),,2007,3845.0898,13890.91
Northern America (UN),,2008,3733.4395,13359.561
Northern America (UN),,2009,3694.0457,12331.954
Northern America (UN),,2010,3467.1443,11830.8545
Northern America (UN),,2011,3444.105,11835.893
Northern America (UN),,2012,3458.8354,11961.159
Northern America (UN),,2013,3321.1099,11519.881
Northern America (UN),,2014,3339.2573,11358.731
Northern America (UN),,2015,3513.1177,12989.868
Northern America (UN),,2016,3872.188,14168.796
Northern America (UN),,2017,3867.7827,14103.199
Northern America (UN),,2018,3863.1194,13182.86
Northern America (UN),,2019,3743.8862,13621.088
Northern America (UN),,2020,4534.7495,17815.217
Northern America (UN),,2021,5285.4297,18591.1
Northern America (UN),,2022,4980.011,18160.488
Northern America (UN),,2023,4567.0557,16017.415
Northern Europe (UN),,2000,751.12695,1318.8075
Northern Europe (UN),,2001,706.4424,1368.183
Northern Europe (UN),,2002,702.1035,1453.8097
Northern Europe (UN),,2003,669.4974,1233.9996
Northern Europe (UN),,2004,713.0859,1270.6631
Northern Europe (UN),,2005,619.0688,1219.8702
Northern Europe (UN),,2006,629.3973,1141.1918
Northern Europe (UN),,2007,628.23816,1163.6396
Northern Europe (UN),,2008,568.6374,1053.2808
Northern Europe (UN),,2009,483.09348,1000.2609
Northern Europe (UN),,2010,469.49905,1016.2717
Northern Europe (UN),,2011,455.39194,944.51495
Northern Europe (UN),,2012,392.30255,861.749
Northern Europe (UN),,2013,399.94827,829.0525
Northern Europe (UN),,2014,414.91617,769.2935
Northern Europe (UN),,2015,376.87814,845.4449
Northern Europe (UN),,2016,370.96005,961.138
Northern Europe (UN),,2017,420.28915,895.9899
Northern Europe (UN),,2018,407.93375,849.7072
Northern Europe (UN),,2019,379.72507,885.5985
Northern Europe (UN),,2020,344.9716,846.18866
Northern Europe (UN),,2021,366.32938,825.5645
Northern Europe (UN),,2022,364.88983,783.9241
Northern Europe (UN),,2023,362.82968,784.6299
Northern Ireland,,2005,7,24
Northern Ireland,,2006,7,23
Northern Ireland,,2007,7,22
Northern Ireland,,2008,4,20
Northern Ireland,,2009,5.178571,23.821428
Northern Ireland,,2010,5,18
Northern Ireland,,2011,4,18
Northern Ireland,,2012,3,18
Northern Ireland,,2013,5,15
Northern Ireland,,2014,7,10
Northern Ireland,,2015,5,18
Northern Ireland,,2016,2,17
Northern Ireland,,2017,9,15
Northern Ireland,,2018,5,18
Northern Ireland,,2019,7,22
Northern Ireland,,2020,7,14
Northern Ireland,,2021,8,12
Northern Ireland,,2022,6,21
Northern Ireland,,2023,2,8
Norway,NOR,1990,11.510204,35.489796
Norway,NOR,1991,15.151515,34.848484
Norway,NOR,1992,12.723404,33.276596
Norway,NOR,1993,17.190475,20.809525
Norway,NOR,1994,15.529411,17.470589
Norway,NOR,1995,15.866667,26.133333
Norway,NOR,1996,20.127659,22.872341
Norway,NOR,1997,12.04878,25.95122
Norway,NOR,1998,12.372093,25.627907
Norway,NOR,1999,12.157895,20.842106
Norway,NOR,2000,21.73585,26.26415
Norway,NOR,2001,14.575758,22.424242
Norway,NOR,2002,15.333333,30.666666
Norway,NOR,2003,24.4375,26.5625
Norway,NOR,2004,12,24
Norway,NOR,2005,15.967742,17.032259
Norway,NOR,2006,21,12
Norway,NOR,2007,17,13
Norway,NOR,2008,10,24
Norway,NOR,2009,12,17
Norway,NOR,2010,15,14
Norway,NOR,2011,52,59
Norway,NOR,2012,9,18
Norway,NOR,2013,20,26
Norway,NOR,2014,13,16
Norway,NOR,2015,14,10
Norway,NOR,2016,11,16
Norway,NOR,2017,13,15
Norway,NOR,2018,9,16
Norway,NOR,2019,16,12
Norway,NOR,2020,15,16
Norway,NOR,2021,16,13
Norway,NOR,2022,14,16
Norway,NOR,2023,18,22
Oceania (UN),,2000,357.19965,608.13544
Oceania (UN),,2001,315.82486,614.4297
Oceania (UN),,2002,335.02762,658.33093
